331,FALSE,40125,Cantaloupe,FCBLOX,COABRO,F,LB,CS,35,,0,P,11/5/2016,-4933,-594,939,0,0,1/1/1990,,,,$0.55 ,3/16/2016,5/26/2015,11/23/1999
333,FALSE,40111,Juicing Apple - Organic,PETFRU,CHAPRO,OF,LB,CS,40,,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/14/1999,11/24/1999
334,FALSE,40127,Cherries-bing,CHAPRO,PETFRU,SFS,LB,CS,18,,0,P,6/28/2016,189,468,341,0,0,1/1/1990,,,,$1.50 ,7/11/2015,6/28/2014,11/24/1999
335,FALSE,40130,Delicious Apple,PETFRU,CHAPRO,A,LB,CS,40,,0,P,10/10/2016,-2609,210,-842,0,0,1/1/1990,,,,$0.41 ,12/11/2003,4/15/2011,11/24/1999
336,FALSE,40131,Delicious Apple 125 Count,PETFRU,CHAPRO,A,LB,CS,40,,0,P,6/27/2013,-1655,-1131,-359,0,0,1/1/1990,,,,$0.56 ,9/14/2006,4/15/2011,11/24/1999
337,FALSE,40132,Delicious Apple - Bag,PETFRU,CHAPRO,A,CS,CS,1,,0,P,,-32,584,0,0,0,1/1/1990,,,,$12.80 ,1/29/2003,4/9/2002,11/24/1999
338,FALSE,40134,Macintosh Apple,PETFRU,CHAPRO,A,LB,CS,40,,0,P,11/29/2010,66,40,5,0,0,1/1/1990,,,,$0.61 ,10/17/2003,4/15/2011,11/24/1999
339,FALSE,40136,Musk Melon,JOHFAM,CHAPRO,F,LB,LB,1,,0,P,8/27/2003,-37,35,0,0,0,1/1/1990,,,,$0.20 ,8/27/2003,8/4/2003,11/24/1999
340,FALSE,40140,Fuji Apples,PETFRU,CHAPRO,A,LB,CS,40,,0,P,10/18/2016,-9080,1184,140749,0,0,1/1/1990,,,,$0.62 ,10/10/2013,4/15/2011,11/24/1999
341,FALSE,40142,Rome Apple,PETFRU,CHAPRO,A,LB,CS,40,,0,P,6/12/2014,173,25,444,0,0,1/1/1990,,,,$0.08 ,1/12/2001,4/15/2011,11/24/1999
342,FALSE,40145,Gala Apples,PETFRU,CHAPRO,A,LB,CS,40,,0,P,4/23/2012,1049,0,144,0,0,1/1/1990,,,,$0.49 ,10/29/2002,7/30/2012,11/24/1999
343,FALSE,40147,Golden Delicious Apple,PETFRU,CHAPRO,A,LB,CS,40,,0,P,10/10/2016,248,184,-20,0,0,1/1/1990,,,,$0.56 ,12/11/2003,4/15/2011,11/24/1999
344,FALSE,40148,Figs - Mission,CHAPRO,PETFRU,SF,CU,CS,12,,0,P,9/5/2015,2081,-128,121,0,0,1/1/1990,,,,$2.38 ,8/19/2008,4/15/2011,11/24/1999
345,FALSE,40149,Braburn,PETFRU,CHAPRO,A,LB,CS,40,,0,P,6/16/2015,989,137,-222,0,0,1/1/1990,,,,$0.47 ,3/3/2015,8/27/2013,11/24/1999
346,FALSE,40150,Granny Smith Apple,PETFRU,CHAPRO,A,LB,CS,40,,0,P,11/3/2016,-3891,-928,-1770,0,0,1/1/1990,,,,$0.54 ,10/8/2015,4/15/2011,11/24/1999
347,FALSE,40151,Green Dragon Apple,DRABER,,A,CS,CS,18,,0,P,,-7,0,0,0,0,1/1/1990,,,,,,10/11/2014,11/24/1999
348,FALSE,40155,Green Seedless Grapes,PETFRU,PACRIM,F,LB,CS,18,,0,P,11/2/2016,8202,64,1326,0,0,1/1/1990,,,,$1.93 ,3/8/2016,4/15/2011,11/24/1999
349,FALSE,40157,Huckleberry,CHAPRO,ROSELL,SFSU,PT,CS,12,,0,P,10/2/2009,0,0,1,0,0,1/1/1990,,,,,,4/15/2011,11/24/1999
350,FALSE,40158,Sharlyn Melon,CHAPRO,ROSELL,SFSU,EA,CS,6,,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/14/1999,11/24/1999
351,FALSE,40159,Crenshaw  Melon,FCBLOX,CHAPRO,F,EA,CS,6,,0,P,,-3,7,0,0,0,1/1/1990,,,,$3.63 ,4/9/2001,4/15/2011,11/24/1999
352,FALSE,40160,Honeydew,FCBLOX,COABRO,F,LB,CS,25,,0,P,10/27/2016,-15488,-1284,-4433,0,0,1/1/1990,,,,$0.62 ,4/16/2015,4/15/2011,11/24/1999
353,FALSE,40161,Casaba Melon,FCBLOX,CHAPRO,F,LB,CS,6,,0,P,12/17/2010,6,9,3,0,0,1/1/1990,,,,,,4/15/2011,11/24/1999
354,FALSE,40162,Fuyu Persimmons,PACRIM,JAPCAL,SFF,LB,CS,18,,0,P,1/6/2015,414,9,36,0,0,1/1/1990,,,,,,11/14/1999,11/24/1999
355,FALSE,40163,Persimmons - Amagaki  Med Size,TWIPEA,,SFF,LB,CS,20,,0,P,12/11/2015,-21553,5296,-8700,0,0,1/1/1990,,,,$0.73 ,11/17/2003,10/24/2005,11/24/1999
356,FALSE,40164,Persimmons - Dried,JAPCAL,,SFW,LB,LB,1,,0,P,12/16/2013,1396,43,266,0,0,1/1/1990,,,,$7.08 ,12/10/2002,12/8/2014,11/24/1999
357,FALSE,40165,Kiwi,PETFRU,CHAPRO,F,EA,CS,36,,0,P,11/3/2016,2774,-2,-695,0,0,1/1/1990,,,,$0.26 ,10/7/2013,11/27/2015,11/24/1999
358,FALSE,40166,Starfruit,CHAPRO,ROSELL,F,PC,CS,24,,0,P,6/9/2014,589,42,448,0,0,1/1/1990,,,,$1.77 ,12/13/2003,4/15/2011,11/24/1999
359,FALSE,40170,Mango,CHAPRO,HAUHAU,F,EA,CS,9,CS,0,P,11/5/2016,-4960,-645,2946,0,0,1/1/1990,,,,$0.99 ,4/2/2015,9/17/2016,11/24/1999
360,FALSE,40171,Japanese Pear - Totori,PETFRU,JAPCAL,SFF,EA,CS,32,,0,P,12/17/2012,634,14,19,0,0,1/1/1990,,,,$1.95 ,10/15/2003,11/5/2012,11/24/1999
361,FALSE,40172,Nectarine,PETFRU,CHAPRO,SFSU,LB,CS,25,,0,P,9/13/2016,916,110,609,0,0,1/1/1990,,,,$0.71 ,9/8/2012,4/15/2011,11/24/1999
362,FALSE,40173,Japanese Pear Apple - Hosui,FSI,PETFRU,SFF,EA,CS,24,,0,P,3/26/2008,-19,62,3,0,0,1/1/1990,,,,$1.67 ,11/4/2003,4/15/2011,11/24/1999
363,FALSE,40175,Papaya,CHAPRO,PACRIM,SF,EA,CS,7,,0,P,10/29/2016,502,0,80,0,0,1/1/1990,,,,$1.95 ,8/19/2003,4/15/2011,11/24/1999
364,FALSE,40178,Green Mango ( Cooking),PACRIM,ASIDIS,SF,LB,CS,50,,0,P,8/3/2016,3109,754,2107,0,0,1/1/1990,,,,$1.80 ,3/28/2006,4/15/2011,11/24/1999
365,FALSE,40180,Pear - Bosc,PETFRU,CHAPRO,F,LB,CS,40,,0,P,10/10/2016,538,142,-257,0,0,1/1/1990,,,,$0.62 ,10/13/2015,4/15/2011,11/24/1999
366,FALSE,40181,Pommegranate,PETFRU,CHAPRO,SF,EA,CS,24,,0,P,9/3/2016,707,63,144,0,0,1/1/1990,,,,$1.27 ,4/14/2015,4/15/2011,11/24/1999
367,FALSE,40182,Comis Pear,CHAPRO,PETFRU,F,LB,CS,20,,0,P,12/24/2010,24,60,-10,0,0,1/1/1990,,,,$0.53 ,11/20/2001,4/15/2011,11/24/1999
368,FALSE,40183,Seckel Pear,CHAPRO,PETFRU,F,LB,CS,20,,0,P,11/30/2010,-20,42,-14,0,0,1/1/1990,,,,$0.94 ,10/17/2003,4/15/2011,11/24/1999
369,FALSE,40184,Red Pear,CHAPRO,PETFRU,F,LB,CS,22,,0,P,9/30/2016,838,60,491,0,0,1/1/1990,,,,$0.99 ,11/26/2013,4/15/2011,11/24/1999
370,FALSE,40185,Peach,PETFRU,CHAPRO,SF,LB,CS,20,,0,P,9/7/2016,707,-56,720,0,0,1/1/1990,,,,$1.17 ,8/27/2013,4/15/2011,11/24/1999
371,FALSE,40186,Peach - Babcock (white),JAPCAL,FSI,SF,LB,CS,20,,0,P,8/12/2016,124,76,169,0,0,1/1/1990,,,,$1.00 ,7/22/2003,4/15/2011,11/24/1999
372,FALSE,40187,Peach - Alberta,CHAPRO,PETFRU,SF,LB,CS,20,,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/14/1999,11/24/1999
373,FALSE,40190,Plum,PETFRU,CHAPRO,SF,LB,CS,28,,0,P,10/14/2016,1434,263,209,0,0,1/1/1990,,,,$0.74 ,8/15/2015,4/15/2011,11/24/1999
374,FALSE,40195,Pineapple - Jetfresh,COABRO,PETFRU,F,EA,CS,7,,0,P,3/7/2005,63,353,63,0,0,1/1/1990,,,,$2.15 ,12/15/2003,4/15/2011,11/24/1999
375,FALSE,40200,Pineapple - Boat,CHAPRO,COABRO,F,EA,CS,12,,0,P,,0,32,4,0,0,1/1/1990,,,,$1.08 ,4/26/2002,4/15/2011,11/24/1999
376,FALSE,40205,Red Seedless Grape,PETFRU,PACRIM,F,LB,CS,18,,0,P,11/3/2016,-1181,-341,370,0,0,1/1/1990,,,,$1.44 ,6/4/2016,4/15/2011,11/24/1999
377,FALSE,40206,Red Globe Grapes,PETFRU,PACRIM,F,LB,CS,18,,0,P,12/1/2005,78,1,4,0,0,1/1/1990,,,,$1.56 ,11/27/2002,4/15/2011,11/24/1999
378,FALSE,40207,Black Riber Grape,CHAPRO,PETFRU,SF,LB,CS,18,,0,P,,0,7,0,0,0,1/1/1990,,,,,,4/15/2011,11/24/1999
379,FALSE,40208,Lunch Bunch Red Seedless Grapes,CHAPRO,ROSELL,SF,LB,CS,18,,0,P,9/13/2013,-4,18,1,0,0,1/1/1990,,,,,,4/15/2011,11/24/1999
380,FALSE,40209,Kyoho Grape,JAPCAL,,SFSU,LB,CS,5,,0,P,7/24/2003,8,5,31,0,0,1/1/1990,,,,$1.80 ,8/21/2003,4/15/2011,11/24/1999
381,FALSE,40210,Raspberry,CHAPRO,ROSELL,SF,PT,CS,12,,0,P,11/4/2016,-4921,-313,2491,0,0,1/1/1990,,,,$2.70 ,12/13/2013,1/24/2013,11/24/1999
382,FALSE,40215,Strawberry ( Local ) Sm Case,PACRIM,COABRO,SF,PT,CS,6,,0,P,7/1/2014,999,1345,304,0,0,1/1/1990,,,,$1.06 ,5/6/2005,6/19/2014,11/24/1999
383,FALSE,40216,Strawberry With Stem,CHAPRO,ROSELL,SF,EA,CS,4,,0,P,8/23/2016,-51,12,714,0,0,1/1/1990,,,,$5.53 ,2/12/2003,4/15/2011,11/24/1999
384,FALSE,40217,Strawberry - Organic,CHAPRO,ROSELL,SF,EA,CS,8,,0,P,1/2/2004,-1,69,4,0,0,1/1/1990,,,,$2.83 ,12/15/2003,2/23/2013,11/24/1999
385,FALSE,40220,Watermelon - Seed,FCBLOX,COABRO,F,LB,LB,1,EA,0,P,5/27/2009,498,119,112,0,0,1/1/1990,,,,$0.16 ,8/7/2003,4/15/2011,11/24/1999
386,FALSE,40225,Watermelon Seedless,FCBLOX,COABRO,F,LB,CTN,65,,0,P,11/4/2016,-55188,1520,23262,0,0,1/1/1990,,,,$0.24 ,9/20/2007,11/19/2015,11/24/1999
387,FALSE,40226,Watermelon - Yellow,CHAPRO,COABRO,SFSU,LB,LB,1,EA,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/14/1999,11/24/1999
388,FALSE,45100,Grapefruit - 32 Count,FCBLOX,PETFRU,CF,EA,CS,32,,0,P,10/28/2016,-21527,-1444,453,0,0,1/1/1990,,,,$0.71 ,8/7/2014,4/15/2011,11/24/1999
389,FALSE,45102,Grapefruit - 36 Count,FCBLOX,PETFRU,CF,EA,CS,36,,0,P,12/6/2012,389,78,324,0,0,1/1/1990,,,,$0.33 ,5/7/2002,11/14/1999,11/24/1999
390,FALSE,45103,Grapefruit 40 Count,FCBLOX,CHAPRO,CF,EA,CS,40,,0,P,,-343,3,2,0,0,1/1/1990,,,,$0.27 ,12/31/2001,4/15/2011,11/24/1999
391,FALSE,45104,Pomello,FCBLOX,FSI,CF,EA,EA,1,,0,P,3/8/2016,-265,2,10,0,0,1/1/1990,,,,$1.50 ,2/22/2003,12/17/2014,11/24/1999
392,FALSE,45105,Grapefruit - White 32 Count,FCBLOX,COABRO,CF,EA,CS,32,,0,P,,416,0,608,0,0,1/1/1990,,,,,,11/15/1999,11/24/1999
393,FALSE,45106,Grapefruit -  48 Count,FCBLOX,CHAPRO,CF,EA,CS,48,,0,P,10/8/2016,-453,-173,-375,0,0,1/1/1990,,,,$0.21 ,3/30/2001,4/15/2011,11/24/1999
394,FALSE,45110,Tangerine - Honey,FCBLOX,PETFRU,CF,LB,CS,40,,0,P,2/8/2016,222,476,647,0,0,1/1/1990,,,,$0.90 ,2/18/2000,4/15/2011,11/24/1999
395,FALSE,45115,Lemon 140 Count,FCBLOX,COABRO,CF,LB,CS,38,,0,P,10/31/2016,-936531,-10032,366465,0,0,1/1/1990,,,,$0.70 ,1/21/2016,4/15/2011,11/24/1999
396,FALSE,45116,Lemon 115 - Count,FCBLOX,COABRO,CF,LB,CS,38,,0,P,6/1/2015,32650,152,2325,0,0,1/1/1990,,,,$0.93 ,5/15/2015,4/15/2011,11/24/1999
397,FALSE,45117,Lemon 95 - Count,FCBLOX,COABRO,CF,LB,CS,38,,0,P,10/3/2016,-2086,722,77,0,0,1/1/1990,,,,$0.76 ,9/29/2016,4/15/2011,11/24/1999
398,FALSE,45118,Lemon - Meyer,CHAPRO,ROSELL,CF,LB,CS,25,,0,P,6/21/2016,2508,27,154,0,0,1/1/1990,,,,$2.30 ,10/24/2003,12/9/2011,11/24/1999
399,FALSE,45119,Lemon - Zest,CHAPRO,,CF,EA,EA,1,,0,P,12/23/2005,-3,4,1,0,0,1/1/1990,,,,$13.85 ,12/13/2003,4/15/2011,11/24/1999
400,FALSE,45125,Lime Fancy 175 Count,FCBLOX,COABRO,CF,LB,CS,40,,0,P,11/4/2016,-1403351,-12064,759979,0,0,1/1/1990,,,,$0.72 ,5/30/2015,4/15/2011,11/24/1999
401,FALSE,45129,Orange -fancy,FCBLOX,CHAPRO,CF,LB,CS,38,,0,P,6/1/2012,532,0,0,0,0,1/1/1990,,,,$0.34 ,2/13/2001,5/10/2011,11/24/1999
402,FALSE,45130,Orange 72 Count,FCBLOX,PETFRU,CF,LB,CS,38,,0,P,4/1/2015,345,421,38,0,0,1/1/1990,,,,$0.22 ,1/6/2003,2/24/2003,11/24/1999
403,FALSE,45131,Orange - Texas 88 Count,FCBLOX,PETFRU,CF,LB,CS,38,,0,P,10/16/2015,1361,1,4,0,0,1/1/1990,,,,$0.39 ,2/6/2003,1/20/2012,11/24/1999
404,FALSE,45132,Orange - 88 Count,FCBLOX,PETFRU,CF,LB,CS,38,,0,P,11/3/2016,-874141,-12943,400014,0,0,1/1/1990,,,,$0.62 ,9/29/2016,4/15/2011,11/24/1999
405,FALSE,45133,Orange - Chinese,FCBLOX,ASIDIS,CF,LB,CS,38,,0,P,,-43,-33,152,0,0,1/1/1990,,,,,,11/15/1999,11/24/1999
406,FALSE,45134,Orange - 113 Count,FCBLOX,COABRO,CF,LB,CS,38,,0,P,10/17/2015,-15637,-5236,-2012,0,0,1/1/1990,,,,$0.32 ,7/25/2006,4/15/2011,11/24/1999
407,FALSE,45135,Orange - Fancy 88 Count,FCBLOX,COABRO,CF,LB,CS,38,,0,P,4/2/2012,2132,47,-1844,0,0,1/1/1990,,,,$0.22 ,5/13/2003,4/15/2011,11/24/1999
408,FALSE,45136,Orange - Florida Navel,FCBLOX,COABRO,CF,LB,CS,38,,0,P,2/22/2012,673,50,52,0,0,1/1/1990,,,,$0.53 ,2/24/2012,4/15/2011,11/24/1999
409,FALSE,45137,Orange - Blood,CHAPRO,ROSELL,CF,LB,CS,15,,0,P,2/22/2016,831,1174,689,0,0,1/1/1990,,,,$0.08 ,2/12/2002,2/19/2016,11/24/1999
410,FALSE,45138,Kumquat,CHAPRO,ROSELL,CF,LB,CS,10,,0,P,7/9/2016,537,382,2012,0,0,1/1/1990,,,,$0.29 ,5/13/2003,4/15/2011,11/24/1999
411,FALSE,45139,Orange - Texas,FCBLOX,COABRO,CF,LB,CS,38,,0,P,4/4/2014,-2822,-43,-1991,0,0,1/1/1990,,,,$0.47 ,2/28/2012,4/15/2011,11/24/1999
412,FALSE,45141,Orange - Texas 100 Count,FCBLOX,COABRO,CF,LB,CS,38,,0,P,12/4/2006,-190,0,608,0,0,1/1/1990,,,,,,11/15/1999,11/24/1999
413,FALSE,45145,Japanese Tangerine,CHAPRO,FSI,CF,LB,CS,9,,0,P,,-15,3,0,0,0,1/1/1990,,,,$1.14 ,6/16/2000,11/15/1999,11/24/1999
414,FALSE,45147,Orange - Spain,FCBLOX,COABRO,CF,LB,CS,30,,0,P,,-2,0,0,0,0,1/1/1990,,,,$0.43 ,1/26/2000,11/15/1999,11/24/1999
415,FALSE,45150,Satsuma Bulk,FCBLOX,COABRO,CF,LB,CS,25,,0,P,12/17/2015,-2381,687,-13,0,0,1/1/1990,,,,$0.80 ,11/21/2007,11/10/2014,11/24/1999
416,FALSE,45152,Satsuma - Tri-pack,FCBLOX,COABRO,CF,LB,CS,8,,0,P,,-4,11,0,0,0,1/1/1990,,,,$0.47 ,11/24/2000,11/15/1999,11/24/1999
417,FALSE,45153,Satsuma - Leaf/stem,FSI,,CF,LB,CS,20,,0,P,10/28/2016,7213,765,654,0,0,1/1/1990,,,,$1.04 ,12/7/2005,12/22/2014,11/24/1999
418,FALSE,45155,Tangerine,FCBLOX,CHAPRO,CF,LB,CS,20,,0,P,5/24/2016,-1059,873,468,0,0,1/1/1990,,,,$0.96 ,2/1/2010,2/21/2014,11/24/1999
419,FALSE,50105,Basil - Italian,HUAPRO,CHAPRO,H,LB,LB,1,,0,P,11/3/2016,389,-231,-111,0,0,1/1/1990,,,,$5.30 ,12/15/2003,10/29/2015,11/24/1999
420,FALSE,50106,Cut Green Bean,CHAPRO,,PR,LB,BG,5,,0,P,,-55,78,0,0,0,1/1/1990,,,,,,1/20/2005,11/24/1999
421,FALSE,50110,Basil - Thai ( Bags ),HARVES,HUAPRO,H,LB,CS,15,,0,P,11/1/2016,31148,1689,3030,0,0,1/1/1990,,,,,12/11/2003,7/19/2016,11/24/1999
422,FALSE,50111,Basil - Hot,ASIDIS,FSI,H,LB,LB,1,,0,P,9/3/2016,659,158,2717,0,0,1/1/1990,,,,$3.50 ,10/28/2003,4/15/2011,11/24/1999
423,FALSE,50115,Sage,HERBCO,CHAPRO,H,BU,BG,6,,0,P,10/27/2016,-1371,-66,1679,0,0,1/1/1990,,,,$6.60 ,12/9/2003,4/15/2011,11/24/1999
424,FALSE,50117,Chives,HERBCO,CHAPRO,H,BU,BG,12,,0,P,10/12/2016,-362,-11,211,0,0,1/1/1990,,,,$1.23 ,12/10/2003,7/3/2013,11/24/1999
425,FALSE,50120,Dill,CHAPRO,HERBCO,H,BU,BG,12,,0,P,11/2/2016,-1880,90,658,0,0,1/1/1990,,,,$0.78 ,12/9/2003,10/13/2012,11/24/1999
426,FALSE,50125,Fennel ( Star Anise),COABRO,PACRIM,V,EA,CS,24,,0,P,10/11/2016,10963,36,4671,0,0,1/1/1990,,,,$1.20 ,9/13/2010,4/15/2011,11/24/1999
427,FALSE,50130,Parsley - Italian,FCBLOX,BROGAR,H,BU,CS,30,,0,P,11/5/2016,3820,-840,-263,0,0,1/1/1990,,,,$0.47 ,4/5/2013,4/15/2011,11/24/1999
428,FALSE,50131,Chervil,HERBCO,CHAPRO,H,BU,BG,6,,0,P,10/31/2016,402,-44,11,0,0,1/1/1990,,,,$4.17 ,5/16/2003,4/15/2011,11/24/1999
429,FALSE,50132,Celeriac-celery Root,CHAPRO,ROSELL,PO,EA,CS,12,,0,P,8/28/2014,1106,-41,693,0,0,1/1/1990,,,,$0.15 ,8/13/2003,5/10/2011,11/24/1999
430,FALSE,50135,Marjoram,CHAPRO,HERBCO,H,EA,EA,1,,0,P,4/19/2016,50,1,12,0,0,1/1/1990,,,,$0.28 ,12/5/2003,4/15/2011,11/24/1999
431,FALSE,50136,Mache,HERBCO,ROSELL,L,LB,CS,1,,0,P,3/27/2009,15,-1,7,0,0,1/1/1990,,,,,,4/15/2011,11/24/1999
432,FALSE,50140,Mint,CHAPRO,HERBCO,H,BU,BU,1,,0,P,11/5/2016,-203771,-1846,137327,0,0,1/1/1990,,,,$5.90 ,12/15/2003,4/15/2011,11/24/1999
433,FALSE,50141,Lavender,HERBCO,CHAPRO,H,EA,CS,12,,0,P,10/26/2012,10,1,86,0,0,1/1/1990,,,,,,4/15/2011,11/24/1999
434,FALSE,50145,Oregano,CHAPRO,,H,BU,BU,1,,0,P,10/29/2016,-5454,-207,4713,0,0,1/1/1990,,,,$6.10 ,12/13/2003,12/22/2015,11/24/1999
435,FALSE,50150,Rosemary,CHAPRO,HERBCO,H,BU,BG,12,,0,P,10/31/2016,-1229,-276,255,0,0,1/1/1990,,,,$1.67 ,12/11/2003,10/13/2012,11/24/1999
436,FALSE,50155,Cilantro - 30 Bu.,COABRO,PACRIM,H,BU,CS,30,,0,P,11/1/2016,-432722,-53517,204056,0,0,1/1/1990,,,,$0.30 ,5/24/2016,4/15/2011,11/24/1999
437,FALSE,50160,Tarragon,HERBCO,CHAPRO,H,BU,BG,6,,0,P,5/23/2016,297,-35,89,0,0,1/1/1990,,,,$1.38 ,12/9/2003,4/15/2011,11/24/1999
438,FALSE,50161,Sorrel,HERBCO,CHAPRO,H,BU,BU,1,,0,P,8/14/2007,-2,-1,12,0,0,1/1/1990,,,,$1.05 ,2/2/2000,4/15/2011,11/24/1999
439,FALSE,50165,Thyme,CHAPRO,,H,BU,BU,1,,0,P,10/29/2016,-2451,-337,1842,0,0,1/1/1990,,,,$6.25 ,12/9/2003,9/19/2015,11/24/1999
440,FALSE,50166,Savory,HERBCO,CHAPRO,H,BU,BG,6,,0,P,1/15/2008,-6,45,30,0,0,1/1/1990,,,,$1.25 ,9/12/2003,11/15/1999,11/24/1999
441,FALSE,50170,Watercress (12 Ct),CHAPRO,COABRO,H,BU,CS,12,,0,P,11/2/2016,683,6006,3681,0,0,1/1/1990,,,,$1.15 ,8/17/2012,4/15/2011,11/24/1999
442,FALSE,50216,Cut Romaine 3 Lb Bag,CHAPRO,,PR,EA,CS,5,,0,P,,0,2,1,0,0,1/1/1990,,,,$1.25 ,12/14/2001,4/15/2011,11/24/1999
443,FALSE,50231,Tossed - Plain,GARFRE,CHAPRO,PR,BG,CS,4,,0,P,10/30/2007,-4,-4,1,0,0,1/1/1990,,,,$4.25 ,12/31/2002,4/15/2011,11/24/1999
444,FALSE,50232,Fajita Mix,CHAPRO,,PR,BG,CS,5,,0,P,,5,3,75,0,0,1/1/1990,,,,$0.55 ,12/20/2002,11/24/2000,11/24/1999
445,FALSE,55105,Clover Sprouts,SOUPRO,CHAPRO,V,LB,LB,1,,0,P,2/14/2013,-6649,-8,906,0,0,1/1/1990,,,,$2.75 ,8/20/2010,4/15/2011,11/24/1999
446,FALSE,55107,Alfalfa 5 Oz Cup,HARFAR,CHAPRO,V,EA,CS,6,,0,P,7/12/2010,297,22,354,0,0,1/1/1990,,,,$1.17 ,8/28/2000,7/12/2010,11/24/1999
447,FALSE,55110,Bean Sprout Calco,CALOFS,SALCOS,V,LB,LB,1,,0,P,11/5/2016,32242,305,,0,0,1/1/1990,,,,$0.01 ,12/15/2003,4/15/2011,11/24/1999
448,FALSE,55111,Soy Bean Sprout,CALOFS,,V,LB,LB,1,,0,P,11/5/2016,-1674,-745,5628,0,0,1/1/1990,,,,$0.45 ,4/2/2004,4/15/2011,11/24/1999
449,FALSE,55115,Broccoli Florette,CHAPRO,SOUPRO,PR,BG,BG,1,,0,P,11/3/2016,-4268,73,1166,0,0,1/1/1990,,,,$6.45 ,11/19/2003,4/15/2011,11/24/1999
450,FALSE,55120,Carrot - Baby Peeled,COABRO,CHAPRO,BV,BG,CS,20,,0,P,,-173,1,4,0,0,1/1/1990,,,,$0.05 ,10/15/2002,4/15/2011,11/24/1999
451,FALSE,55121,Baby Carrot With Top,CHAPRO,ROSELL,BV,BU,BU,1,,0,P,9/10/2015,-900,-440,621,0,0,1/1/1990,,031.02620,,$18.90 ,11/7/2003,4/15/2011,11/24/1999
452,FALSE,55122,Baby Peeled Carrot 2lb,COABRO,CHAPRO,BV,BG,CS,10,,0,P,,6,8,19,0,0,1/1/1990,,,,$0.20 ,5/6/2002,4/15/2011,11/24/1999
453,FALSE,55123,Baby Peeled Carrot 5lb,CHAPRO,,BV,BG,CS,8,,0,P,4/10/2006,35,12,-8,0,0,1/1/1990,,,,$0.63 ,8/2/2002,1/7/2000,11/24/1999
454,FALSE,55125,Carrot - Julienne,GARFRE,CHAPRO,PR,LB,LB,1,,0,P,1/10/2014,-126,24,153,0,0,1/1/1990,,,,$1.15 ,5/22/2001,4/15/2011,11/24/1999
455,FALSE,55126,Carrot - Coin Cut,GARFRE,CHAPRO,PR,LB,CS,25,,0,P,6/8/2013,278,450,110,0,0,1/1/1990,,,,$1.15 ,12/10/2002,4/15/2011,11/24/1999
456,FALSE,55128,Red Onion - Julienne,GARFRE,CHAPRO,PR,LB,CS,20,,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/15/1999,11/24/1999
457,FALSE,55130,Carrot - Matchstick,CHAPRO,,PR,LB,CS,20,,0,P,11/4/2016,-2484,-898,1543,0,0,1/1/1990,,,,,,4/15/2011,11/24/1999
458,FALSE,55135,Carrot - Shredded,CHAPRO,,PR,LB,LB,1,,0,P,8/31/2016,-1620,165,1591,0,0,1/1/1990,,,,$1.35 ,12/2/2003,4/15/2011,11/24/1999
459,FALSE,55136,Carrot - Diced,GARFRE,CHAPRO,PR,LB,CS,20,,0,P,3/26/2010,150,20,10,0,0,1/1/1990,,,,,,4/15/2011,11/24/1999
460,FALSE,55140,Carrot - Stick,GARFRE,CHAPRO,PR,LB,LB,1,,0,P,2/3/2012,-114,15,126,0,0,1/1/1990,,,,$1.40 ,5/20/2003,4/15/2011,11/24/1999
461,FALSE,55145,Carrot - Whole Peeled,GARFRE,CHAPRO,PR,LB,CS,20,,0,P,5/16/2005,100,0,0,0,0,1/1/1990,,,,,,11/15/1999,11/24/1999
462,FALSE,55150,Cauliflower Florette,SOUPRO,CHAPRO,PR,BG,BG,1,,0,P,10/28/2016,-305,-26,323,0,0,1/1/1990,,,,$2.65 ,8/29/2003,4/15/2011,11/24/1999
463,FALSE,55151,Stir Fry Mix,CHAPRO,,PR,LB,LB,1,,0,P,2/3/2014,-5,0,25,0,0,1/1/1990,,,,$2.65 ,1/27/2003,9/24/2001,11/24/1999
464,FALSE,55155,Celery - Diced,GARFRE,CHAPRO,PR,LB,CS,20,,0,P,3/27/2007,90,20,100,0,0,1/1/1990,,,,$1.13 ,7/17/2001,11/15/1999,11/24/1999
465,FALSE,55160,Celery -stick,CHAPRO,GARFRE,PR,LB,BG,5,,0,P,5/11/2016,25,16,8,0,0,1/1/1990,,,,$1.40 ,10/5/2001,4/15/2011,11/24/1999
466,FALSE,55161,Zucchini - Stick,GARFRE,CHAPRO,PR,LB,CS,20,,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/15/1999,11/24/1999
467,FALSE,55162,Zucchini - Julienne,GARFRE,CHAPRO,PR,LB,CS,20,,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/15/1999,11/24/1999
468,FALSE,55163,Red Pepper - Julienne,GARFRE,CHAPRO,PR,LB,CS,20,,0,P,6/12/2004,95,0,5,0,0,1/1/1990,,,,$1.10 ,12/20/2002,4/15/2011,11/24/1999
469,FALSE,55165,Cole Slaw - Plain,GARFRE,CHAPRO,PR,LB,LB,1,,0,P,12/16/2005,-1,0,106,0,0,1/1/1990,,,,$0.95 ,11/4/2003,4/15/2011,11/24/1999
